close_time_date,symbol,close,MA7,PRMA7,,是否在cex案例文档中
2023/1/1 0:00,TWTUSDT,1.4219,1.3484285714285715,0.05448670410001055,,
2023/1/1 0:00,DENTUSDT,0.000684,0.0006475714285714287,0.056254136333553806,,
2023/1/2 0:00,JASMYUSDT,0.003301,0.0029969999999999997,0.10143476810143492,,
2023/1/2 0:00,LDOUSDT,1.08,0.9947142857142856,0.08573890564411912,,
2023/1/2 0:00,HOOKUSDT,1.3366,1.2185857142857144,0.09684528903529843,,
2023/1/2 0:00,FLUXUSDT,0.496,0.46614285714285714,0.06405148636224345,,
2023/1/2 0:00,APEUSDT,3.868,3.6559999999999997,0.057986870897155374,,
2023/1/3 0:00,FXSUSDT,4.649,4.373714285714286,0.06294094591063493,,
2023/1/3 0:00,JASMYUSDT,0.003518,0.0030557142857142857,0.1512856474988311,,
2023/1/3 0:00,ELFUSDT,0.1625,0.1527,0.0641781270464965,,
2023/1/3 0:00,LDOUSDT,1.21,1.0191428571428571,0.18727221754976164,,
2023/1/3 0:00,IOTAUSDT,0.1813,0.17198571428571427,0.05415732203671397,,
2023/1/4 0:00,FXSUSDT,4.875,4.421142857142857,0.10265606824350537,,
2023/1/4 0:00,SOLUSDT,13.37,10.558571428571428,0.2662697875794886,,
2023/1/4 0:00,RAYUSDT,0.1585,0.1452,0.09159779614325081,,
2023/1/4 0:00,JASMYUSDT,0.003654,0.003145285714285714,0.16173865649271035,,
2023/1/4 0:00,APEUSDT,4.006,3.7582857142857145,0.06591150980690275,,
2023/1/5 0:00,OPUSDT,1.03,0.9447142857142857,0.09027672765764394,,
2023/1/5 0:00,NEXOUSDT,0.737,0.6698571428571428,0.10023459159735548,,
2023/1/5 0:00,ADAUSDT,0.2678,0.25142857142857145,0.06511363636363621,,
2023/1/5 0:00,GMTUSDT,0.2555,0.24235714285714285,0.0542292956086059,,
2023/1/5 0:00,UNIUSDT,5.532,5.263142857142857,0.05108300309429459,,
2023/1/6 0:00,LDOUSDT,1.339,1.1612857142857143,0.15303235330298937,,
2023/1/6 0:00,RSRUSDT,0.003092,0.002928285714285714,0.05590789345301994,,
2023/1/6 0:00,BARUSDT,3.83,3.557142857142857,0.07670682730923706,,
2023/1/6 0:00,ALPHAUSDT,0.0771,0.07245714285714286,0.06407728706624605,,
2023/1/6 0:00,FETUSDT,0.1069,0.09925714285714285,0.077000575705239,,yes
2023/1/7 0:00,AXSUSDT,6.83,6.5042857142857144,0.05007687239182945,,
2023/1/7 0:00,MASKUSDT,2.387,2.2395714285714283,0.06582892134974827,,
2023/1/7 0:00,OPUSDT,1.085,0.9850000000000001,0.10152284263959377,,
2023/1/7 0:00,FXSUSDT,5.156,4.753285714285715,0.08472334926216418,,
2023/1/7 0:00,GALAUSDT,0.02344,0.01831428571428571,0.27987519500780045,,
2023/1/8 0:00,LDOUSDT,1.488,1.3171428571428572,0.12971800433839475,,
2023/1/8 0:00,BARUSDT,3.83,3.6371428571428566,0.053024351924587876,,
2023/1/8 0:00,SNXUSDT,1.681,1.567,0.07275047862157002,,
2023/1/8 0:00,FTMUSDT,0.2271,0.2155142857142857,0.053758451544478225,,
2023/1/8 0:00,WOOUSDT,0.1363,0.12965714285714286,0.051234023799030526,,
2023/1/9 0:00,CTXCUSDT,0.1852,0.17224285714285714,0.0752260097868458,,
2023/1/9 0:00,ALGOUSDT,0.1993,0.18825714285714287,0.058658370010623795,,
2023/1/9 0:00,RLCUSDT,1.33,1.2241428571428572,0.0864745011086474,,
2023/1/9 0:00,MASKUSDT,2.443,2.326285714285714,0.050171947924342986,,
2023/1/9 0:00,ENJUSDT,0.2773,0.2554571428571429,0.08550497707191584,,
2023/1/10 0:00,SPELLUSDT,0.0005907,0.0005565,0.06145552560646883,,
2023/1/10 0:00,YGGUSDT,0.1927,0.17924285714285712,0.07507770781860224,,
2023/1/10 0:00,LEVERUSDT,0.001912,0.00176,0.08636363636363642,,
2023/1/10 0:00,SNXUSDT,1.764,1.6448571428571428,0.07243355914538818,,
2023/1/10 0:00,ALPHAUSDT,0.0829,0.07869999999999999,0.053367217280813284,,
